year,make,model,trim,body,transmission,state,odometer,color,sellingprice,odometer_custom
2013,Ford,Expedition,Limited,suv,automatic,oh,27890.0,black,35600.0,20k-40k
2012,Toyota,Highlander,Base,suv,automatic,ca,29026.0,gray,21100.0,20k-40k
2014,Subaru,Outback,2.5i Premium PZEV,wagon,automatic,il,13614.0,beige,22500.0,0-20k
2013,Ford,Fusion,SE,sedan,automatic,tx,55865.0,silver,12100.0,40k-60k
2013,Ford,Fusion,SE,sedan,automatic,fl,32502.0,white,15200.0,20k-40k
2013,Nissan,Rogue,S,suv,automatic,nj,13280.0,red,14000.0,0-20k
2012,Volkswagen,Jetta,S,sedan,automatic,ca,25202.0,—,9000.0,20k-40k
2012,MINI,Cooper Countryman,Base,wagon,automatic,wi,48022.0,gray,14800.0,40k-60k
2012,Ford,Explorer,Limited,suv,automatic,fl,40763.0,white,26700.0,40k-60k
2011,Ford,F-150,Lariat,supercrew,automatic,pa,90969.0,brown,21000.0,80k-100k
2014,Ford,Focus,SE,sedan,automatic,co,37865.0,burgundy,9500.0,20k-40k
2011,BMW,3 Series,335i,sedan,automatic,fl,37377.0,white,25025.0,20k-40k
2011,Porsche,Cayenne,S Hybrid,suv,automatic,fl,58905.0,white,38000.0,40k-60k
2012,Chevrolet,Colorado,2LT,cab,automatic,pa,76051.0,silver,17300.0,60k-80k
2010,Land Rover,Range Rover Sport,HSE,suv,automatic,fl,60469.0,white,31500.0,60k-80k
2014,Nissan,Maxima,3.5 S,sedan,automatic,il,8935.0,—,18600.0,0-20k
2014,GMC,Sierra 1500,SLE,cab,automatic,az,11100.0,silver,29800.0,0-20k
2013,Hyundai,Sonata,GLS,sedan,automatic,nc,40494.0,blue,11900.0,40k-60k
2013,Toyota,Corolla,LE,sedan,automatic,sc,59592.0,silver,9400.0,40k-60k
2010,Nissan,Armada,SE,suv,automatic,ca,124971.0,gray,11900.0,More than 100k
2013,Lexus,RX 350,Base,suv,automatic,wi,27026.0,—,32300.0,20k-40k
2013,Volkswagen,Passat,S,sedan,automatic,tx,33348.0,gray,11400.0,20k-40k
2013,Volkswagen,CC,Lux,sedan,automatic,fl,21423.0,gray,22000.0,20k-40k
2014,Jeep,Wrangler,Sport,suv,automatic,fl,2747.0,gray,24400.0,0-20k
2011,Honda,Pilot,LX,suv,automatic,ga,52418.0,purple,12900.0,40k-60k
2013,Volkswagen,Passat,SE PZEV,sedan,,pa,16425.0,silver,15000.0,0-20k
2013,Ford,Focus,SE,sedan,automatic,mo,45905.0,white,10700.0,40k-60k
2015,Dodge,Dart,SXT,sedan,automatic,fl,3.0,black,18400.0,0-20k
2013,Nissan,Altima,2.5,sedan,automatic,pa,31986.0,white,13300.0,20k-40k
2011,Lexus,LX 570,Base,suv,,pa,39756.0,white,52250.0,20k-40k
2012,Honda,Civic,HF,sedan,automatic,ca,28785.0,gray,13300.0,20k-40k
2013,Ford,Edge,SE,suv,automatic,il,21467.0,white,17000.0,20k-40k
2013,Hyundai,Elantra,GLS,sedan,automatic,wa,36821.0,red,11600.0,20k-40k
2014,Lexus,IS 250,Base,sedan,automatic,fl,4183.0,silver,30050.0,0-20k
2011,BMW,3 Series,328i,convertible,automatic,in,26860.0,silver,25000.0,20k-40k
2012,Ford,Escape,Limited,suv,,pa,31114.0,white,18700.0,20k-40k
2012,Ford,Focus,Titanium,hatchback,automatic,oh,44884.0,gray,11500.0,40k-60k
2012,Ford,F-150,Platinum,supercrew,automatic,fl,60925.0,black,29000.0,60k-80k
2012,Nissan,Altima,2.5,sedan,automatic,fl,24289.0,gray,13800.0,20k-40k
2012,Jeep,Wrangler,Unlimited Rubicon,suv,automatic,ga,31550.0,blue,31900.0,20k-40k
2015,Nissan,Pathfinder,Platinum,suv,automatic,ca,11155.0,black,34000.0,0-20k
2010,Toyota,Corolla,LE,sedan,automatic,ga,122862.0,black,6800.0,More than 100k
2013,Chevrolet,Cruze,LS,sedan,automatic,tn,16402.0,black,11200.0,0-20k
2013,Ford,Fiesta,SE,sedan,automatic,ca,18188.0,gray,10700.0,0-20k
2013,Hyundai,Elantra,Limited,sedan,automatic,fl,14424.0,blue,13300.0,0-20k
2011,Land Rover,LR4,V8,suv,automatic,ca,68556.0,black,29750.0,60k-80k
2014,Ford,Mustang,GT Premium,coupe,automatic,fl,9268.0,—,26500.0,0-20k
2014,Subaru,Outback,2.5i Premium PZEV,wagon,,nj,11707.0,blue,23200.0,0-20k
2010,Ford,F-150,XLT,supercrew,automatic,ca,19591.0,blue,11000.0,0-20k
2011,Ram,1500,Laramie,cab,automatic,nc,47073.0,brown,24500.0,40k-60k
2013,Ford,Fusion,SE,sedan,,il,36331.0,silver,13900.0,20k-40k
2014,Subaru,Forester,2.5i Premium PZEV,suv,automatic,fl,11180.0,gray,22200.0,0-20k
2012,Nissan,Versa,1.6 S,sedan,automatic,ga,61794.0,white,8900.0,60k-80k
2013,Ford,Fusion,SE,sedan,automatic,tx,54688.0,white,12600.0,40k-60k
2013,Chevrolet,Equinox,LS,suv,automatic,oh,72861.0,white,14000.0,60k-80k
2013,Ford,F-150,XLT,supercrew,automatic,tx,15924.0,blue,24500.0,0-20k
2012,Ford,Fusion,SE,sedan,automatic,mo,35845.0,—,12900.0,20k-40k
2012,Volkswagen,Passat,V6 SE,sedan,automatic,fl,26929.0,black,17300.0,20k-40k
2014,Nissan,Murano,LE,suv,automatic,il,22056.0,black,26200.0,20k-40k
2013,Toyota,Corolla,S,sedan,automatic,mn,40171.0,red,13100.0,40k-60k
2011,Ford,Edge,Limited,suv,automatic,ca,42975.0,white,21400.0,40k-60k
2014,Chevrolet,Silverado 1500,LT,cab,automatic,va,13584.0,white,29000.0,0-20k
2012,Toyota,Camry,SE,sedan,automatic,ms,41588.0,black,13550.0,40k-60k
2013,Toyota,RAV4,LE,suv,automatic,nj,64453.0,gray,16600.0,60k-80k
2013,Toyota,Corolla,S Special Edition,sedan,automatic,pr,31673.0,blue,13400.0,20k-40k
2012,Ford,Edge,SEL,suv,,nj,33312.0,white,19500.0,20k-40k
2013,Toyota,Tacoma,V6,cab,automatic,co,8631.0,white,31200.0,0-20k
2014,Dodge,Charger,SXT,sedan,,on,15126.0,gray,20400.0,0-20k
2011,Ford,Fusion,SE,sedan,automatic,fl,54952.0,—,9700.0,40k-60k
2012,Ford,Escape,Limited,suv,automatic,mo,45206.0,—,17800.0,40k-60k
2013,Toyota,Corolla,S,sedan,automatic,wa,37901.0,silver,13500.0,20k-40k
2010,Ford,Escape,XLT,suv,automatic,ca,88423.0,gray,9250.0,80k-100k
2014,Chrysler,200,LX,sedan,automatic,ca,21861.0,black,4500.0,20k-40k
2013,Ford,Focus,SE,sedan,automatic,fl,22102.0,—,11200.0,20k-40k
2011,Chevrolet,Silverado 1500,LT,cab,automatic,mn,55462.0,silver,20900.0,40k-60k
2013,Honda,Accord,EX-L,sedan,automatic,in,50972.0,silver,19500.0,40k-60k
2012,Mercedes-Benz,C-Class,C250 Sport,sedan,automatic,fl,59101.0,—,18600.0,40k-60k
2011,Chevrolet,Impala,LT Fleet,sedan,,oh,83462.0,white,3600.0,80k-100k
2013,Ford,Fiesta,SE,sedan,automatic,nj,16949.0,white,10900.0,0-20k
2011,Infiniti,G Sedan,G25,sedan,automatic,fl,32552.0,black,16000.0,20k-40k
2012,Chevrolet,Traverse,LS,suv,automatic,oh,50730.0,gray,14000.0,40k-60k
2015,GMC,Terrain,SLT-2,suv,,pa,13819.0,black,27600.0,0-20k
2014,Hyundai,Sonata,GLS,sedan,automatic,il,16618.0,—,13900.0,0-20k
2013,Dodge,Grand Caravan,SXT,van,,ga,61883.0,white,11100.0,60k-80k
2013,Toyota,RAV4,Limited,suv,automatic,oh,23969.0,gray,24100.0,20k-40k
2011,Mazda,Mazda3,i Sport,sedan,automatic,ca,67260.0,blue,8500.0,60k-80k
2013,Nissan,Altima,2.5,sedan,automatic,fl,29006.0,gray,13600.0,20k-40k
2013,Honda,Accord,EX,sedan,automatic,ga,17567.0,blue,16200.0,0-20k
2011,Nissan,Armada,Platinum,suv,automatic,nj,73283.0,—,22800.0,60k-80k
2011,Chrysler,200,Touring,sedan,automatic,nv,30652.0,silver,8900.0,20k-40k
2013,Toyota,Sienna,Limited 7-Passenger,van,,pa,25273.0,black,22500.0,20k-40k
2014,Mercedes-Benz,C-Class,C300 Sport 4MATIC,sedan,automatic,nj,18950.0,white,25750.0,0-20k
2010,Dodge,Caliber,SXT Fleet,wagon,automatic,in,77924.0,white,5000.0,60k-80k
2013,Ford,Taurus,SE,sedan,automatic,mo,48359.0,black,13400.0,40k-60k
2014,Chrysler,300,Base,sedan,automatic,pa,20776.0,gray,18200.0,20k-40k
2014,Kia,Optima,LX,sedan,automatic,tx,14892.0,white,15800.0,0-20k
2014,Chrysler,Town and Country,Touring,van,automatic,fl,16638.0,white,20500.0,0-20k
2013,Toyota,RAV4,LE,suv,automatic,ga,41218.0,silver,17601.0,40k-60k
2013,Acura,ILX,Technology Package,sedan,,pa,30920.0,black,19300.0,20k-40k
2014,Dodge,Grand Caravan,SXT,van,automatic,pa,38909.0,burgundy,15300.0,20k-40k
2011,Ford,F-150,XLT,supercrew,automatic,tn,90472.0,red,20000.0,80k-100k
2013,Mazda,Mazda3,i Touring,hatchback,automatic,pr,10633.0,gray,13900.0,0-20k
2014,Kia,Soul,+,wagon,automatic,wi,17120.0,brown,13200.0,0-20k
2014,Chrysler,Town and Country,Touring,van,automatic,fl,28578.0,gold,18900.0,20k-40k
2011,Chevrolet,HHR,LT,wagon,automatic,mn,70267.0,white,7400.0,60k-80k
2013,Infiniti,G Sedan,G37x,sedan,automatic,tn,27594.0,black,20000.0,20k-40k
2013,Toyota,Avalon,XLE,sedan,automatic,mn,30220.0,gray,19500.0,20k-40k
2013,Honda,Crosstour,EX-L,hatchback,automatic,in,50091.0,gray,20000.0,40k-60k
2013,Ford,Fusion,SE,sedan,,pr,84252.0,white,9000.0,80k-100k
2012,Infiniti,G Sedan,G37 Journey,sedan,automatic,tx,7888.0,—,22800.0,0-20k
2013,Ford,C-Max Hybrid,SE,wagon,automatic,mo,17831.0,red,14000.0,0-20k
2012,Nissan,Sentra,2,sedan,automatic,ga,91028.0,black,7100.0,80k-100k
2013,Dodge,Grand Caravan,SE,van,automatic,pa,52531.0,beige,12200.0,40k-60k
2011,Chrysler,Town and Country,Touring,van,automatic,pa,32119.0,black,15300.0,20k-40k
2014,MINI,Cooper Countryman,Base,wagon,automatic,fl,27579.0,white,18600.0,20k-40k
2013,Volkswagen,Jetta,SE PZEV,sedan,automatic,nv,37294.0,gold,12000.0,20k-40k
2014,Dodge,Grand Caravan,SXT,van,automatic,pa,9719.0,white,17700.0,0-20k
2014,BMW,4 Series,435i xDrive,coupe,automatic,oh,3336.0,black,45000.0,0-20k
2014,Chevrolet,Silverado 1500,LTZ,cab,automatic,ca,13387.0,black,39000.0,0-20k
2011,Mazda,Mazda3,i Touring,sedan,manual,wi,46244.0,black,9200.0,40k-60k
2014,Dodge,Journey,SXT,suv,,pa,23860.0,gray,18300.0,20k-40k
2012,Kia,Optima,LX,sedan,automatic,mn,59607.0,black,10900.0,40k-60k
2013,Hyundai,Genesis,5.0 R-Spec,sedan,automatic,mo,17695.0,silver,26400.0,0-20k
2014,Ford,Edge,Limited,suv,automatic,mn,29443.0,—,25000.0,20k-40k
2011,Jeep,Wrangler,Unlimited Rubicon,suv,automatic,nc,97690.0,burgundy,23900.0,80k-100k
2012,Nissan,Altima,2.5 S,sedan,automatic,ca,44202.0,silver,11000.0,40k-60k
2014,Subaru,Impreza,2.0i Premium PZEV,sedan,automatic,ca,11970.0,white,17100.0,0-20k
2012,Hyundai,Genesis,3.8,sedan,automatic,fl,26917.0,black,21200.0,20k-40k
2011,Honda,Odyssey,Touring,van,automatic,ga,71881.0,silver,20900.0,60k-80k
2013,Hyundai,Elantra,Limited,sedan,automatic,tx,49578.0,silver,10600.0,40k-60k
2012,Chrysler,Town and Country,Touring-L,van,,pa,56238.0,gray,16800.0,40k-60k
2014,Ford,Fiesta,SE,sedan,automatic,fl,15499.0,white,11300.0,0-20k
2013,Chevrolet,Sonic,LT,sedan,automatic,ga,51630.0,white,8100.0,40k-60k
2013,Infiniti,G Sedan,G37 Journey,sedan,automatic,fl,22243.0,white,19800.0,20k-40k
2012,Nissan,Versa,1.8 S,hatchback,,co,47923.0,black,5800.0,40k-60k
2014,Chevrolet,Cruze,1LT,sedan,automatic,fl,17288.0,gray,12500.0,0-20k
2013,Hyundai,Tucson,GLS PZEV,suv,automatic,fl,36370.0,black,14900.0,20k-40k
2011,Ram,1500,ST,cab,automatic,wa,36922.0,black,19200.0,20k-40k
2014,Chrysler,Town and Country,Touring,van,automatic,pa,21663.0,red,18900.0,20k-40k
2011,Mazda,Mazda3,i Sport,sedan,automatic,az,93897.0,black,5600.0,80k-100k
2010,Mazda,Mazda3,i SV,sedan,manual,nc,52853.0,gray,8500.0,40k-60k
2010,Chevrolet,malibu,ls,sedan,automatic,il,157996.0,silver,4300.0,More than 100k
2014,Ford,Mustang,V6,convertible,automatic,nj,56605.0,black,14300.0,40k-60k
2013,Hyundai,Accent,GLS,sedan,automatic,ca,40691.0,silver,9500.0,40k-60k
2013,Lexus,GS 350,Base,sedan,automatic,fl,27258.0,black,33000.0,20k-40k
2012,Nissan,Rogue,SV,suv,automatic,il,41953.0,silver,15600.0,40k-60k
2010,Mercedes-Benz,GL-Class,GL450 4MATIC,suv,,pa,79392.0,black,24400.0,60k-80k
2014,Chevrolet,Camaro,LS,coupe,automatic,ca,2158.0,silver,16600.0,0-20k
2013,Hyundai,Sonata Hybrid,Base,sedan,automatic,fl,56579.0,silver,12000.0,40k-60k
2011,Chevrolet,Impala,LS Fleet,sedan,automatic,tx,60690.0,silver,7100.0,60k-80k
2013,Chevrolet,Cruze,LTZ,sedan,,nc,34655.0,red,14500.0,20k-40k
2013,FIAT,500,Pop,hatchback,automatic,fl,39731.0,brown,6900.0,20k-40k
2013,Chevrolet,Sonic,LT,sedan,automatic,mn,47492.0,silver,8801.0,40k-60k
2015,Chevrolet,Malibu,LTZ,sedan,automatic,sc,2557.0,gold,15700.0,0-20k
2013,Kia,Optima,SX,sedan,automatic,ga,27598.0,gray,22200.0,20k-40k
2013,Hyundai,Sonata,GLS,sedan,automatic,tx,40281.0,black,12000.0,40k-60k
2013,Ford,F-150,XLT,cab,automatic,il,25396.0,red,25500.0,20k-40k
2012,Lexus,RX 350,Base,suv,automatic,ca,46988.0,black,29500.0,40k-60k
2012,Jeep,Grand Cherokee,Laredo,suv,,pa,21532.0,white,23000.0,20k-40k
2013,Chevrolet,Malibu,LT,sedan,,fl,39005.0,white,8900.0,20k-40k
2014,Buick,Enclave,Premium Group,suv,automatic,tn,27941.0,gold,36000.0,20k-40k
2010,Chevrolet,Traverse,LT1,suv,automatic,mi,40153.0,red,15900.0,40k-60k
2010,Mercedes-Benz,E-Class,E350,coupe,automatic,ca,57165.0,black,21500.0,40k-60k
2013,Toyota,Camry,SE,sedan,automatic,nj,22268.0,gray,14300.0,20k-40k
2013,Chevrolet,Equinox,LTZ,suv,automatic,mo,57597.0,white,19500.0,40k-60k
2011,Lexus,IS 250,Base,sedan,automatic,fl,33949.0,white,20200.0,20k-40k
2013,Hyundai,Genesis Coupe,2.0T,coupe,manual,fl,8671.0,gray,15700.0,0-20k
2013,Ford,Escape,SE,suv,automatic,il,21606.0,red,16300.0,20k-40k
2014,Hyundai,Azera,Limited,sedan,,nc,16050.0,silver,24800.0,0-20k
2012,BMW,3 Series,335i,sedan,automatic,ca,42645.0,red,23000.0,40k-60k
2013,Nissan,Altima,2.5,sedan,automatic,nj,52231.0,black,11000.0,40k-60k
2014,Ram,1500,Longhorn,cab,automatic,co,25944.0,white,38400.0,20k-40k
2013,Ford,E-Series Van,E-250,van,automatic,ga,21949.0,white,18000.0,20k-40k
2012,Nissan,Maxima,3.5 S,sedan,automatic,il,43274.0,white,15300.0,40k-60k
2013,Ford,Fusion,S,sedan,automatic,md,18222.0,burgundy,13100.0,0-20k
2012,Hyundai,Sonata,SE,sedan,automatic,ca,24832.0,black,14000.0,20k-40k
2012,Chevrolet,Malibu,LT,sedan,automatic,wi,67860.0,—,9900.0,60k-80k
2011,Ford,Ranger,SPORT,cab,automatic,fl,75008.0,black,12600.0,60k-80k
2013,Infiniti,G Sedan,G37 Journey,sedan,automatic,ca,36924.0,gray,20000.0,20k-40k
2010,Dodge,Ram Pickup 1500,Laramie,cab,automatic,ca,104707.0,silver,17000.0,More than 100k
2011,Infiniti,G Sedan,G37x,sedan,automatic,nj,18879.0,blue,19600.0,0-20k
2013,Chrysler,200,Touring,sedan,automatic,tx,7035.0,red,14200.0,0-20k
2011,Ford,Taurus,SE,sedan,automatic,va,117871.0,—,9100.0,More than 100k
2013,Dodge,Avenger,SE,sedan,automatic,ca,48800.0,gray,9700.0,40k-60k
2011,Ford,F-150,XLT,supercrew,automatic,tx,40604.0,—,22800.0,40k-60k
2014,Dodge,Grand Caravan,SXT,van,automatic,fl,29341.0,gray,15400.0,20k-40k
2013,Mazda,Mazda3,i Touring,hatchback,automatic,ca,36016.0,white,13800.0,20k-40k
2011,Mazda,Mazda3,i Sport,sedan,manual,tn,38231.0,gray,9100.0,20k-40k
2012,Nissan,Versa,1.6 S,sedan,automatic,ga,71105.0,silver,7200.0,60k-80k
2013,Nissan,Maxima,3.5 S,sedan,automatic,az,61454.0,black,14300.0,60k-80k
2013,Nissan,Altima,2.5,sedan,,pa,54942.0,silver,10600.0,40k-60k
2013,Nissan,Altima,2.5,sedan,automatic,tx,19576.0,silver,16200.0,0-20k
2013,Ford,Fusion,SE,sedan,automatic,nj,56723.0,silver,10900.0,40k-60k
2014,Dodge,Grand Caravan,SXT,van,automatic,ca,58009.0,silver,15000.0,40k-60k
2012,Toyota,RAV4,Limited,suv,automatic,nj,15254.0,beige,20500.0,0-20k
2013,Hyundai,Elantra,GLS,sedan,automatic,tn,8272.0,white,12800.0,0-20k
2012,Ford,Fusion,SE,sedan,automatic,fl,58229.0,silver,9700.0,40k-60k
2013,Nissan,Armada,Platinum,suv,automatic,mi,11822.0,white,34500.0,0-20k
2014,Nissan,Altima,2.5 S,sedan,automatic,ca,14633.0,gray,16250.0,0-20k
2011,Chevrolet,Malibu,LT1,sedan,automatic,nj,80533.0,gray,6100.0,80k-100k
2010,Ford,F-250 Super Duty,XL,cab,automatic,ca,125311.0,white,9600.0,More than 100k
2012,BMW,3 Series,328i,coupe,automatic,fl,37326.0,white,22000.0,20k-40k
2011,Ford,Ranger,XL,cab,,ca,201206.0,white,3100.0,
2010,Ford,Focus,SEL,sedan,automatic,mi,105162.0,black,4200.0,More than 100k
2012,Ford,Fusion,SE,sedan,automatic,tx,79955.0,black,8500.0,60k-80k
2011,Honda,CR-V,LX,suv,,pa,62940.0,blue,11700.0,60k-80k
2014,Kia,Forte,LX,sedan,automatic,nj,11150.0,red,12500.0,0-20k
2013,Dodge,Grand Caravan,SXT,van,automatic,ca,71391.0,white,11000.0,60k-80k
2012,Jeep,Grand Cherokee,Laredo,suv,,pa,39144.0,blue,23800.0,20k-40k
2014,Chevrolet,Silverado 1500,LT,cab,automatic,fl,1.0,black,4000.0,0-20k
2013,Subaru,Forester,2.5XT Touring,suv,,co,53648.0,burgundy,20500.0,40k-60k
2012,Honda,Accord,SE,sedan,automatic,ca,37303.0,white,15500.0,20k-40k
2012,Nissan,Altima,2.5,sedan,automatic,sc,60354.0,black,9900.0,60k-80k
2013,Mercedes-Benz,C-Class,C250 Sport,sedan,automatic,ca,8423.0,white,24250.0,0-20k
2012,Ford,Fusion,SEL,sedan,automatic,ny,33900.0,red,12300.0,20k-40k
2013,Ford,E-Series Wagon,E-350 Super Duty XL,van,,ga,48386.0,white,18600.0,40k-60k
2014,Ford,F-150,XL,cab,,mo,12913.0,white,18900.0,0-20k
2011,Toyota,Camry,XLE,sedan,automatic,tx,72176.0,blue,9200.0,60k-80k
2013,Dodge,Grand Caravan,SXT,van,automatic,ca,65022.0,silver,10500.0,60k-80k
2012,Nissan,Altima,2.5 S,sedan,automatic,pa,63853.0,burgundy,10300.0,60k-80k
2014,Chrysler,Town and Country,Touring,van,automatic,ca,19383.0,—,19500.0,0-20k
2014,Dodge,Charger,R/T,sedan,automatic,fl,13390.0,red,25600.0,0-20k
2012,Kia,Optima,EX,sedan,automatic,ga,49690.0,silver,14100.0,40k-60k
2013,Ford,Explorer,XLT,suv,automatic,oh,39235.0,silver,25400.0,20k-40k
2012,Nissan,Altima,2.5,sedan,automatic,ca,61297.0,red,9901.0,60k-80k
2014,Buick,LaCrosse,Premium II Group,sedan,automatic,il,19144.0,gray,27200.0,0-20k
2013,Ford,Escape,SEL,suv,automatic,mi,43889.0,gray,33600.0,40k-60k
2013,Mercedes-Benz,C-Class,C250 Sport,sedan,automatic,ca,27479.0,—,21750.0,20k-40k
2013,Nissan,Altima,2.5,sedan,automatic,pa,14301.0,black,13100.0,0-20k
2010,Kia,Sedona,Base,van,automatic,pr,63995.0,white,6800.0,60k-80k
2013,Ford,Edge,SE,suv,automatic,mo,33661.0,black,17100.0,20k-40k
2013,Mitsubishi,Outlander,SE,suv,automatic,mn,32319.0,blue,15500.0,20k-40k
2012,BMW,X5,xDrive35d,suv,automatic,fl,26274.0,white,33600.0,20k-40k
2014,Ford,Escape,SE,suv,automatic,mn,37035.0,silver,18000.0,20k-40k
2010,Ford,Explorer,Eddie Bauer,suv,automatic,tx,72273.0,black,13000.0,60k-80k
2013,Hyundai,Elantra,GLS,sedan,automatic,tx,32511.0,red,11600.0,20k-40k
2012,Infiniti,G Sedan,G37 Journey,sedan,automatic,fl,49217.0,gray,18600.0,40k-60k
2012,Nissan,Altima,2.5 S,sedan,automatic,fl,36957.0,black,9800.0,20k-40k
2012,BMW,5 Series,550i,sedan,automatic,ca,31603.0,gray,33000.0,20k-40k
2014,Kia,Sorento,LX,suv,automatic,tx,34328.0,black,16200.0,20k-40k
2014,Ram,1500,Laramie,cab,automatic,il,9777.0,black,31500.0,0-20k
2013,Ford,Fusion,SE,sedan,automatic,mi,20435.0,black,15700.0,20k-40k
2014,Ram,1500,SLT,cab,automatic,or,10009.0,silver,23100.0,0-20k
2012,Chevrolet,Equinox,LS,suv,automatic,pa,78114.0,gold,11500.0,60k-80k
2013,Ford,Explorer,XLT,suv,automatic,tn,30479.0,—,27700.0,20k-40k
2010,Toyota,Corolla,S,sedan,,wi,68088.0,black,9000.0,60k-80k
2012,Hyundai,Veloster,Base,hatchback,automatic,fl,31302.0,yellow,14000.0,20k-40k
2012,Ford,Explorer,Base,suv,automatic,md,57048.0,white,18200.0,40k-60k
2010,Lexus,ES 350,Base,sedan,automatic,ne,35414.0,silver,19000.0,20k-40k
2010,Cadillac,Escalade ESV,Platinum Edition,suv,automatic,ga,48046.0,black,38600.0,40k-60k
2013,GMC,Terrain,SLE-2,suv,automatic,mi,38882.0,black,17400.0,20k-40k
2013,Nissan,Versa,1.6 S Plus,sedan,,az,53795.0,blue,8900.0,40k-60k
2010,Volkswagen,CC,Sport PZEV,sedan,automatic,nj,104743.0,black,7100.0,More than 100k
2014,Ford,F-150,XLT,cab,automatic,mi,17002.0,black,21700.0,0-20k
2012,Kia,Soul,+,wagon,automatic,ga,50618.0,black,10100.0,40k-60k
2013,Chevrolet,Sonic,LT,sedan,automatic,il,54682.0,silver,9100.0,40k-60k
2013,Ford,Edge,SEL,suv,automatic,nj,19006.0,white,24100.0,0-20k
2013,Lexus,GS 350,Base,sedan,automatic,fl,30455.0,black,28900.0,20k-40k
2014,Ford,Escape,S,suv,automatic,md,28414.0,gray,13900.0,20k-40k
2013,Porsche,Panamera,S,sedan,automatic,ca,11475.0,gray,66500.0,0-20k
2011,Hyundai,Sonata Hybrid,Base,sedan,automatic,fl,62646.0,white,13100.0,60k-80k
2011,Toyota,Camry,LE,sedan,automatic,fl,21035.0,silver,13200.0,20k-40k
2012,Nissan,Altima,2.5 S,sedan,,pa,34460.0,gray,11000.0,20k-40k
2014,Volvo,S80,3.2,sedan,automatic,az,10829.0,gray,26900.0,0-20k
2014,Ford,Fusion,SE,sedan,automatic,fl,17615.0,—,17300.0,0-20k
2014,Dodge,Grand Caravan,SXT,van,automatic,fl,40642.0,silver,16100.0,40k-60k
2014,Ford,Escape,Titanium,suv,automatic,mo,39241.0,gray,22800.0,20k-40k
2014,Toyota,Corolla,LE,sedan,,tn,23711.0,gray,11000.0,20k-40k
2013,Ford,Escape,SE,suv,automatic,wa,30352.0,black,17500.0,20k-40k
2011,Nissan,Maxima,3.5 SV,sedan,automatic,nj,31671.0,gray,16000.0,20k-40k
2013,Nissan,Pathfinder,SL,suv,automatic,ca,4322.0,—,28000.0,0-20k
2012,Volkswagen,Jetta,S,sedan,automatic,ca,29345.0,gray,11000.0,20k-40k
2014,Ford,Escape,S,suv,automatic,tx,19473.0,gray,14600.0,0-20k
2012,Toyota,Corolla,S,sedan,automatic,fl,24435.0,silver,13100.0,20k-40k
2011,Kia,Forte,EX,sedan,automatic,tx,91904.0,gray,4200.0,80k-100k
2012,Kia,Optima,SX,sedan,automatic,fl,38763.0,red,18900.0,20k-40k
2014,Ford,Flex,Limited,wagon,automatic,co,15895.0,white,32000.0,0-20k
2010,Audi,A4,2.0T Premium,sedan,,ca,70274.0,black,15500.0,60k-80k
2012,Chevrolet,Malibu,LS,sedan,automatic,md,101188.0,brown,6800.0,More than 100k
2013,Ford,F-150,XLT,supercrew,,ab,30597.0,white,23250.0,20k-40k
2013,Volkswagen,CC,R-Line PZEV,sedan,automatic,ca,30740.0,white,17600.0,20k-40k
2011,Nissan,Rogue,SV,suv,automatic,oh,65922.0,blue,13400.0,60k-80k
2013,Mazda,Mazda5,Touring,van,automatic,tx,52666.0,gray,10700.0,40k-60k
2012,Mercedes-Benz,C-Class,C250 Sport,sedan,automatic,fl,26484.0,black,21400.0,20k-40k
2014,Nissan,Altima,2.5 S,sedan,automatic,ca,6532.0,gray,15500.0,0-20k
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,van,,nj,17633.0,black,26000.0,0-20k
2013,Mercedes-Benz,GL-Class,GL550 4MATIC,suv,automatic,ca,21048.0,black,58000.0,20k-40k
2015,BMW,3 Series Gran Turismo,328i xDrive SULEV,hatchback,automatic,nj,2961.0,white,38600.0,0-20k
2014,Chevrolet,Camaro,LS,coupe,automatic,ga,32438.0,gray,16500.0,20k-40k
2014,Ford,Flex,Limited,wagon,automatic,il,19904.0,black,27300.0,0-20k
2013,Ford,Fiesta,SE,sedan,automatic,tn,22562.0,white,10000.0,20k-40k
2013,Volkswagen,Jetta,TDI,sedan,manual,mi,23352.0,white,17600.0,20k-40k
2010,Cadillac,CTS,Premium,sedan,automatic,nv,81833.0,black,17400.0,80k-100k
2014,Nissan,Rogue,S,suv,automatic,ga,8192.0,blue,18200.0,0-20k
2014,Ford,Expedition,Limited,suv,automatic,ga,34582.0,gray,36000.0,20k-40k
2013,Toyota,Venza,LE,wagon,automatic,tx,40327.0,blue,16900.0,40k-60k
2013,Infiniti,G Sedan,G37 Journey,sedan,automatic,ga,23421.0,silver,21600.0,20k-40k
2013,Chevrolet,Silverado 1500,LT,cab,automatic,tx,6176.0,silver,25000.0,0-20k
2014,Ford,F-150,XLT,supercrew,automatic,mi,25024.0,black,25500.0,20k-40k
2011,Cadillac,Escalade,Premium,suv,,pa,25366.0,white,44500.0,20k-40k
2012,Volkswagen,Passat,S PZEV,sedan,automatic,ca,36314.0,white,10750.0,20k-40k
2014,BMW,3 Series,328i xDrive SULEV,sedan,automatic,wi,1495.0,black,34250.0,0-20k
2013,Honda,Accord,Sport,sedan,automatic,pa,26400.0,silver,17600.0,20k-40k
